Middle Age(30~44),Senior Adult(45~64),Senior Citizens(65+),Young Adult(18~29)
"{'Feature1': 'BMI', 'Feature2': 'Fruits', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.02954465624196362, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.026226273250263055, 'Difference': 0.0033183829917005636}","{'Feature1': 'BMI', 'Feature2': 'Fruits', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.04525945482968197, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.04446766273196312, 'Difference': 0.0007917920977188464}","{'Feature1': 'BMI', 'Feature2': 'Fruits', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.04193502674873506, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.04091017043858791, 'Difference': 0.0010248563101471486}","{'Feature1': 'BMI', 'Feature2': 'Fruits', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.01890073879746021, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.014318967032168672, 'Difference': 0.004581771765291537}"
"{'Feature1': 'BMI', 'Feature2': 'Veggies', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.029657847728685904, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.026290323289870854, 'Difference': 0.0033675244388150505}","{'Feature1': 'BMI', 'Feature2': 'Veggies', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.04639962139232512, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.04545797977090027, 'Difference': 0.0009416416214248491}","{'Feature1': 'BMI', 'Feature2': 'Veggies', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.043192821360645395, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.041567979073524164, 'Difference': 0.001624842287121231}","{'Feature1': 'BMI', 'Feature2': 'Veggies', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0188512404971741, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.014810907670584073, 'Difference': 0.004040332826590026}"
"{'Feature1': 'BMI', 'Feature2': 'HvyAlcoholConsump', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.02699362668349864, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.02518096839698425, 'Difference': 0.0018126582865143903}","{'Feature1': 'BMI', 'Feature2': 'HvyAlcoholConsump', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.044185930150306585, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0441281230919387, 'Difference': 5.780705836788691e-05}","{'Feature1': 'BMI', 'Feature2': 'HvyAlcoholConsump', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.04240471030313686, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.04184654177142999, 'Difference': 0.0005581685317068708}","{'Feature1': 'BMI', 'Feature2': 'HvyAlcoholConsump', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.016463176120667916, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.014196246900818332, 'Difference': 0.002266929219849584}"
"{'Feature1': 'BMI', 'Feature2': 'AnyHealthcare', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.028337379838134502, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.02568048727809108, 'Difference': 0.0026568925600434223}","{'Feature1': 'BMI', 'Feature2': 'AnyHealthcare', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.04371970271059922, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.04226638616703071, 'Difference': 0.0014533165435685058}","{'Feature1': 'BMI', 'Feature2': 'AnyHealthcare', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.040377357051246454, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.03904640526169323, 'Difference': 0.0013309517895532252}","{'Feature1': 'BMI', 'Feature2': 'AnyHealthcare', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.018068538358924274, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.014463562774262417, 'Difference': 0.003604975584661857}"
"{'Feature1': 'BMI', 'Feature2': 'NoDocbcCost', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.032808365674276974, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.030324770891580366, 'Difference': 0.0024835947826966076}","{'Feature1': 'BMI', 'Feature2': 'NoDocbcCost', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.048585746219123815, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.04768522622701021, 'Difference': 0.000900519992113602}","{'Feature1': 'BMI', 'Feature2': 'NoDocbcCost', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.043010636667785596, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.041310636538089085, 'Difference': 0.0017000001296965106}","{'Feature1': 'BMI', 'Feature2': 'NoDocbcCost', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.02000765584797401, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.016031950618365154, 'Difference': 0.003975705229608856}"
"{'Feature1': 'BMI', 'Feature2': 'GenHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.06420689325153156, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.06639496405343992, 'Difference': -0.0021880708019083595}","{'Feature1': 'BMI', 'Feature2': 'GenHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.11394970250702341, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.12829073385146472, 'Difference': -0.014341031344441313}","{'Feature1': 'BMI', 'Feature2': 'GenHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.10829741117883507, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.11220002635477844, 'Difference': -0.003902615175943369}","{'Feature1': 'BMI', 'Feature2': 'GenHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.03786747200053606, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.028004556504963307, 'Difference': 0.00986291549557275}"
"{'Feature1': 'BMI', 'Feature2': 'MentHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.05913818491699957, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.035099503073987015, 'Difference': 0.024038681843012555}","{'Feature1': 'BMI', 'Feature2': 'MentHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.07504422776517783, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.05657742972782298, 'Difference': 0.018466798037354848}","{'Feature1': 'BMI', 'Feature2': 'MentHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.06629454155075787, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.045669495073668465, 'Difference': 0.020625046477089404}","{'Feature1': 'BMI', 'Feature2': 'MentHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0444395157781374, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.02053171423341288, 'Difference': 0.023907801544724522}"
"{'Feature1': 'BMI', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0680237487609065, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.044803467808438024, 'Difference': 0.023220280952468475}","{'Feature1': 'BMI', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0956014438459295, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0788149417443933, 'Difference': 0.016786502101536205}","{'Feature1': 'BMI', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.08654381991189886, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0639756111565366, 'Difference': 0.02256820875536225}","{'Feature1': 'BMI', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.04828912746993039, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.02578048518434456, 'Difference': 0.022508642285585828}"
"{'Feature1': 'BMI', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.040781000607056306, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.041214185290366134, 'Difference': -0.0004331846833098285}","{'Feature1': 'BMI', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.07412947590636587, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.08312253712046092, 'Difference': -0.008993061214095044}","{'Feature1': 'BMI', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.06267711003281629, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.06781500744066293, 'Difference': -0.005137897407846648}","{'Feature1': 'BMI', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.020782525725657947, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.017756351388627162, 'Difference': 0.0030261743370307848}"
"{'Feature1': 'BMI', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.02949402925837824, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.025568411416113324, 'Difference': 0.003925617842264917}","{'Feature1': 'BMI', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.04716781186833463, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.044935187807499166, 'Difference': 0.002232624060835464}","{'Feature1': 'BMI', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.05086197510987067, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.049509858934255746, 'Difference': 0.0013521161756149258}","{'Feature1': 'BMI', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.02012240761865078, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.014904839311430551, 'Difference': 0.005217568307220227}"
"{'Feature1': 'BMI', 'Feature2': 'Education', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.04026773171687442, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.033174182443375, 'Difference': 0.007093549273499422}","{'Feature1': 'BMI', 'Feature2': 'Education', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0602518519183638, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0574936719343222, 'Difference': 0.0027581799840415977}","{'Feature1': 'BMI', 'Feature2': 'Education', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.054219754602896186, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.04843432984607965, 'Difference': 0.005785424756816537}","{'Feature1': 'BMI', 'Feature2': 'Education', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.027962594601830676, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.016979932267085773, 'Difference': 0.010982662334744903}"
"{'Feature1': 'BMI', 'Feature2': 'Income', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.054462547842168696, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0418423113576597, 'Difference': 0.012620236484508995}","{'Feature1': 'BMI', 'Feature2': 'Income', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.08057950113098877, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.07617004213559464, 'Difference': 0.004409458995394133}","{'Feature1': 'BMI', 'Feature2': 'Income', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.06376555747645152, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.05274884953964731, 'Difference': 0.011016707936804204}","{'Feature1': 'BMI', 'Feature2': 'Income', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.03994815633983448, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.01889842942958725, 'Difference': 0.02104972691024723}"
"{'Feature1': 'Smoker', 'Feature2': 'PhysActivity', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.005493950206140574, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.005753076912423938, 'Difference': -0.00025912670628336354}","{'Feature1': 'Smoker', 'Feature2': 'PhysActivity', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.016179385877920782, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0173078842225608, 'Difference': -0.0011284983446400165}","{'Feature1': 'Smoker', 'Feature2': 'PhysActivity', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.014320661419628733, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.014594481766478262, 'Difference': -0.00027382034684952927}","{'Feature1': 'Smoker', 'Feature2': 'PhysActivity', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0026222573650785674, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.002570512774161038, 'Difference': 5.174459091752959e-05}"
"{'Feature1': 'Smoker', 'Feature2': 'Fruits', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.0036261196171200605, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0036990890081346484, 'Difference': -7.296939101458788e-05}","{'Feature1': 'Smoker', 'Feature2': 'Fruits', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.010261466942644959, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.010753582794715055, 'Difference': -0.0004921158520700963}","{'Feature1': 'Smoker', 'Feature2': 'Fruits', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.0067666903350631635, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.006984370435635157, 'Difference': -0.00021768010057199305}","{'Feature1': 'Smoker', 'Feature2': 'Fruits', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.002052263436307572, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.001940011541723241, 'Difference': 0.00011225189458433094}"
"{'Feature1': 'Smoker', 'Feature2': 'Veggies', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.003844411037059403, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0037631390477424476, 'Difference': 8.127198931695556e-05}","{'Feature1': 'Smoker', 'Feature2': 'Veggies', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.011498916775438128, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.011743899833652205, 'Difference': -0.0002449830582140766}","{'Feature1': 'Smoker', 'Feature2': 'Veggies', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.007624922952918167, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.007642179070571409, 'Difference': -1.725611765324153e-05}","{'Feature1': 'Smoker', 'Feature2': 'Veggies', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0025691529757121134, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0024319521801386412, 'Difference': 0.0001372007955734722}"
"{'Feature1': 'Smoker', 'Feature2': 'HvyAlcoholConsump', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0028608811057368455, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0026537841548558427, 'Difference': 0.00020709695088100277}","{'Feature1': 'Smoker', 'Feature2': 'HvyAlcoholConsump', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.011095014861652763, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.010414043154690633, 'Difference': 0.0006809717069621302}","{'Feature1': 'Smoker', 'Feature2': 'HvyAlcoholConsump', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.008464946391671502, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.007920741768477235, 'Difference': 0.0005442046231942665}","{'Feature1': 'Smoker', 'Feature2': 'HvyAlcoholConsump', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0019858634596418845, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.001817291410372901, 'Difference': 0.0001685720492689835}"
"{'Feature1': 'Smoker', 'Feature2': 'AnyHealthcare', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0032205912990727614, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0031533030359626735, 'Difference': 6.728826311008795e-05}","{'Feature1': 'Smoker', 'Feature2': 'AnyHealthcare', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.008554761417525758, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.008552306229782647, 'Difference': 2.4551877431111535e-06}","{'Feature1': 'Smoker', 'Feature2': 'AnyHealthcare', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.005164332611891975, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.005120605258740474, 'Difference': 4.372735315150145e-05}","{'Feature1': 'Smoker', 'Feature2': 'AnyHealthcare', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0021170023946495975, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.002084607283816986, 'Difference': 3.2395110832611484e-05}"
"{'Feature1': 'Smoker', 'Feature2': 'NoDocbcCost', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.007374698030130078, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.00779758664945196, 'Difference': -0.0004228886193218817}","{'Feature1': 'Smoker', 'Feature2': 'NoDocbcCost', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.01344817204361426, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.013971146289762149, 'Difference': -0.0005229742461478892}","{'Feature1': 'Smoker', 'Feature2': 'NoDocbcCost', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.007417028758859967, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.00738483653513633, 'Difference': 3.219222372363717e-05}","{'Feature1': 'Smoker', 'Feature2': 'NoDocbcCost', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.003570717281223351, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0036529951279197226, 'Difference': -8.227784669637139e-05}"
"{'Feature1': 'Smoker', 'Feature2': 'GenHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.04245913501363513, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.043867779811311514, 'Difference': -0.0014086447976763838}","{'Feature1': 'Smoker', 'Feature2': 'GenHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.0892468336808111, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.09457665391421666, 'Difference': -0.005329820233405558}","{'Feature1': 'Smoker', 'Feature2': 'GenHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.07641972982210787, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.07827422635182568, 'Difference': -0.0018544965297178084}","{'Feature1': 'Smoker', 'Feature2': 'GenHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.015719934495152604, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.015625601014517876, 'Difference': 9.433348063472846e-05}"
"{'Feature1': 'Smoker', 'Feature2': 'MentHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.013098845386220137, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.012572318831858609, 'Difference': 0.0005265265543615283}","{'Feature1': 'Smoker', 'Feature2': 'MentHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.021641940267516424, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.022863349790574916, 'Difference': -0.001221409523058492}","{'Feature1': 'Smoker', 'Feature2': 'MentHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.012483916076705182, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.01174369507071571, 'Difference': 0.000740221005989472}","{'Feature1': 'Smoker', 'Feature2': 'MentHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.009957013449016311, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.008152758742967448, 'Difference': 0.0018042547060488634}"
"{'Feature1': 'Smoker', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.02300867021131231, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.022276283566309618, 'Difference': 0.0007323866450026917}","{'Feature1': 'Smoker', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.042281466538930945, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.04510086180714523, 'Difference': -0.0028193952682142864}","{'Feature1': 'Smoker', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.030412753545974835, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.03004981115358385, 'Difference': 0.0003629423923909858}","{'Feature1': 'Smoker', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.015700328852870066, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.013401529693899128, 'Difference': 0.002298799158970938}"
"{'Feature1': 'Smoker', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.01767080586776887, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.018687001048237728, 'Difference': -0.0010161951804688596}","{'Feature1': 'Smoker', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.045572831468782105, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.04940845718321285, 'Difference': -0.003835625714430746}","{'Feature1': 'Smoker', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.03321660728868259, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.03388920743771018, 'Difference': -0.0006726001490275912}","{'Feature1': 'Smoker', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.0051256621123191015, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0053773958981817305, 'Difference': -0.00025173378586262896}"
"{'Feature1': 'Smoker', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0033489557518077695, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0030412271739849173, 'Difference': 0.00030772857782285223}","{'Feature1': 'Smoker', 'Feature2': 'Sex', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.010879025608017234, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.011221107870251101, 'Difference': -0.00034208226223386706}","{'Feature1': 'Smoker', 'Feature2': 'Sex', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.01403106849700042, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.015584058931302991, 'Difference': -0.0015529904343025702}","{'Feature1': 'Smoker', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.003297445407178551, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0025258838209851198, 'Difference': 0.0007715615861934311}"
"{'Feature1': 'Smoker', 'Feature2': 'Education', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.009872369443197637, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.010646998201246594, 'Difference': -0.0007746287580489564}","{'Feature1': 'Smoker', 'Feature2': 'Education', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.020886260928123623, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.023779591997074134, 'Difference': -0.002893331068950511}","{'Feature1': 'Smoker', 'Feature2': 'Education', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.014159431993620686, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.014508529843126894, 'Difference': -0.00034909784950620804}","{'Feature1': 'Smoker', 'Feature2': 'Education', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.005037991814746928, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.004600976776640342, 'Difference': 0.00043701503810658626}"
"{'Feature1': 'Smoker', 'Feature2': 'Income', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.018601855112318322, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.019315127115531294, 'Difference': -0.0007132720032129725}","{'Feature1': 'Smoker', 'Feature2': 'Income', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.03878631847992453, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.042455962198346575, 'Difference': -0.0036696437184220443}","{'Feature1': 'Smoker', 'Feature2': 'Income', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.019204979007748646, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.01882304953669456, 'Difference': 0.0003819294710540877}","{'Feature1': 'Smoker', 'Feature2': 'Income', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.008118568157258838, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.006519473939141818, 'Difference': 0.0015990942181170198}"
